ROOMS,YR_RMDL,CENSUS_TRACT,SQUARE,ZIPCODE,BEDRM,BATHRM,KITCHENS,PRICE
7,1988.0,1402.0,2310,20015.0,3,2,1.0,870000.0
10,2006.0,1500.0,2337,20015.0,5,4,1.0,1250000.0
6,1983.0,1500.0,2337,20015.0,3,3,1.0,899900.0
11,2000.0,502.0,2101,20008.0,6,4,2.0,2100000.0
10,2017.0,502.0,2106,20008.0,5,4,1.0,1530000.0
7,2003.0,502.0,2106,20008.0,3,3,1.0,1285000.0
6,1964.0,1500.0,2337,20015.0,3,2,1.0,829000.0
8,2011.0,501.0,2206,20008.0,4,3,2.0,1350000.0
7,2004.0,502.0,2121,20008.0,4,4,1.0,1839000.0
10,2010.0,400.0,2124,20008.0,4,4,1.0,2625000.0
28,2002.0,400.0,2199,20008.0,8,8,2.0,7785000.0
13,1995.0,400.0,2200,20008.0,6,5,2.0,14000000.0
9,2010.0,1301.0,2258,20008.0,4,3,1.0,1165000.0
13,2017.0,4100.0,2502,20008.0,9,8,1.0,8100000.0
8,1990.0,501.0,2206,20008.0,4,3,1.0,1240000.0
10,2016.0,1500.0,2343,20015.0,3,4,1.0,1186560.0
12,2016.0,1301.0,2272,20008.0,5,3,1.0,1460000.0
11,2000.0,1301.0,2272,20008.0,4,4,1.0,1594000.0
8,2007.0,1402.0,2294,20015.0,4,3,1.0,1023000.0
7,2004.0,502.0,2106,20008.0,3,3,1.0,1503000.0
12,2014.0,4100.0,2504,20008.0,6,6,2.0,5500000.0
10,1962.0,1301.0,2254,20008.0,6,3,2.0,1615000.0
10,2015.0,1301.0,2258,20008.0,6,4,2.0,2375000.0
6,2010.0,501.0,2208,20008.0,4,3,2.0,1320000.0
7,2010.0,501.0,2208,20008.0,3,3,1.0,1300000.0
7,1992.0,1402.0,2295,20015.0,3,3,1.0,1138000.0
10,1988.0,600.0,2079,20008.0,5,3,1.0,1310000.0
8,1982.0,1500.0,2354,20015.0,4,3,1.0,1149000.0
7,2013.0,1500.0,2354,20015.0,3,3,1.0,860000.0
9,1985.0,502.0,2103,20008.0,4,3,1.0,1460000.0
13,2007.0,501.0,2205,20008.0,5,3,2.0,2100000.0
10,2017.0,1302.0,2218,20008.0,4,4,1.0,1699900.0
13,2011.0,400.0,2140,20008.0,7,7,3.0,10750000.0
6,2004.0,1500.0,2343,20015.0,3,2,1.0,975000.0
12,2016.0,1500.0,2312,20015.0,5,4,1.0,1640000.0
8,2006.0,1402.0,2293,20015.0,6,3,1.0,1172500.0
10,2017.0,1402.0,2295,20015.0,4,2,1.0,1080000.0
10,2016.0,1500.0,2354,20015.0,5,3,2.0,985000.0
13,2006.0,502.0,2103,20008.0,5,4,1.0,2350000.0
13,2017.0,502.0,2108,20008.0,6,6,2.0,2175000.0
7,1968.0,502.0,2109,20008.0,3,2,1.0,1220000.0
8,2012.0,1500.0,2356,20015.0,4,3,1.0,1125000.0
10,2008.0,502.0,2111,20008.0,5,4,1.0,1725000.0
9,2006.0,1500.0,2335,20015.0,5,4,1.0,1415000.0
9,2007.0,100.0,2154,20007.0,5,3,1.0,4000000.0
9,2000.0,501.0,2206,20008.0,6,3,2.0,1500000.0
8,2001.0,501.0,2206,20008.0,4,4,1.0,1665000.0
8,2011.0,501.0,2206,20008.0,4,3,1.0,1503000.0
7,2003.0,1500.0,2335,20015.0,4,3,1.0,975000.0
7,2008.0,2701.0,2621,20010.0,2,2,1.0,730000.0
8,2004.0,4002.0,2554,20009.0,5,3,2.0,1650000.0
10,2009.0,4002.0,2554,20009.0,6,4,2.0,2125000.0
8,2018.0,1500.0,2349,20015.0,3,3,1.0,1081500.0
8,2018.0,1500.0,2349,20015.0,4,2,1.0,725000.0
7,2012.0,1500.0,2349,20015.0,3,2,1.0,512387.0
8,2008.0,2702.0,2597,20010.0,5,3,2.0,1213200.0
9,2001.0,2702.0,2597,20010.0,4,3,1.0,1280000.0
7,2010.0,2702.0,2597,20010.0,5,3,1.0,1160000.0
10,1990.0,1500.0,2319,20015.0,4,2,1.0,1000001.0
11,1979.0,2702.0,2591,20010.0,3,3,3.0,1250000.0
6,2003.0,1500.0,2316,20015.0,3,3,1.0,995000.0
10,2012.0,1500.0,2316,20015.0,4,2,1.0,1130000.0
6,2001.0,1500.0,2367,20015.0,4,3,1.0,830000.0
5,2013.0,2702.0,2604,20010.0,4,3,2.0,1050000.0
7,2017.0,1500.0,2335,20015.0,4,2,1.0,905000.0
8,1996.0,1500.0,2358,20015.0,5,3,1.0,1099000.0
10,1993.0,1500.0,2384,20015.0,4,4,1.0,783000.0
8,2009.0,1500.0,2384,20015.0,3,4,1.0,1045000.0
12,2013.0,4100.0,2506,20008.0,3,4,2.0,5500000.0
6,1966.0,1500.0,2330,20015.0,3,3,1.0,790000.0
8,1981.0,1500.0,2385,20015.0,4,3,1.0,909000.0
11,2006.0,4100.0,2532,20008.0,4,4,1.0,2500000.0
10,2011.0,2702.0,2591,20009.0,4,2,1.0,1380000.0
8,2014.0,2702.0,2588,20010.0,4,2,2.0,1200000.0
9,1966.0,1500.0,2316,20015.0,4,3,1.0,920000.0
15,2013.0,4100.0,2520,20008.0,6,5,1.0,5500000.0
7,2005.0,2702.0,2588,20009.0,3,2,1.0,965000.0
6,1992.0,2702.0,2603,20010.0,3,2,1.0,1047000.0
7,2004.0,2702.0,2603,20010.0,4,2,2.0,1213000.0
10,2009.0,4100.0,2507,20008.0,3,2,1.0,1585000.0
8,1972.0,4100.0,2522,20008.0,5,3,1.0,2553000.0
7,2016.0,2702.0,2605,20010.0,5,3,2.0,1435000.0
10,2006.0,2701.0,2616,20010.0,5,3,2.0,1140000.0
10,2012.0,2701.0,2616,20010.0,4,4,2.0,1237500.0
10,2006.0,2701.0,2616,20010.0,5,3,2.0,1100000.0
9,1995.0,2701.0,2616,20010.0,4,2,1.0,1075000.0
10,2000.0,4100.0,2511,20008.0,4,4,1.0,2150000.0
7,2011.0,1500.0,2349,20015.0,4,3,1.0,1275000.0
10,2016.0,1500.0,2332,20015.0,4,3,1.0,1345000.0
10,2007.0,4001.0,2549,20009.0,6,3,2.0,1750000.0
6,2017.0,1500.0,2349,20015.0,3,2,1.0,960000.0
7,2014.0,2702.0,2591,20010.0,4,2,1.0,1132500.0
7,2014.0,2702.0,2591,20009.0,3,2,1.0,1200000.0
4,2010.0,2702.0,2588,20009.0,2,2,1.0,870000.0
7,2017.0,2701.0,2617,20010.0,6,4,1.0,1500000.0
7,2017.0,2702.0,2604,20010.0,5,3,2.0,1300000.0
7,2007.0,2702.0,2604,20010.0,4,2,2.0,339222.0
7,2013.0,2702.0,2604,20010.0,3,2,1.0,935000.0
8,2009.0,2701.0,2617,20010.0,5,2,1.0,1055000.0
9,2013.0,2701.0,2616,20010.0,4,4,3.0,1310000.0
6,2013.0,2701.0,2616,20010.0,5,4,2.0,1110000.0
5,2014.0,2701.0,2616,20010.0,4,3,1.0,1200000.0
13,2005.0,4100.0,2514,20008.0,6,6,2.0,2895000.0
7,2016.0,1500.0,2349,20015.0,3,2,1.0,1000000.0
9,1987.0,1500.0,2332,20015.0,3,2,1.0,874999.0
6,2006.0,1500.0,2333,20015.0,4,3,1.0,1018000.0
13,2000.0,4002.0,2552,20009.0,7,3,1.0,1239000.0
9,2004.0,4002.0,2554,20009.0,4,4,2.0,1504500.0
9,1995.0,1500.0,2319,20015.0,4,3,1.0,1069000.0
8,2008.0,1500.0,2381,20015.0,4,4,1.0,1065000.0
7,2017.0,1500.0,2383,20015.0,4,3,1.0,750000.0
6,2014.0,2702.0,2596,20010.0,3,2,2.0,1180000.0
10,2013.0,2702.0,2596,20010.0,4,3,2.0,1416000.0
8,2017.0,2702.0,2596,20010.0,5,4,1.0,1315000.0
7,2014.0,2702.0,2597,20010.0,4,3,1.0,1290000.0
5,2015.0,2702.0,2588,20009.0,3,2,1.0,1000000.0
7,2012.0,4100.0,2528,20008.0,4,3,1.0,1900000.0
10,1995.0,4100.0,2530,20008.0,5,5,1.0,2050000.0
11,2011.0,2702.0,2606,20010.0,5,3,2.0,1544750.0
11,2013.0,2702.0,2604,20010.0,5,4,2.0,1414000.0
8,2002.0,2702.0,2604,20010.0,4,3,1.0,1115000.0
21,2006.0,4100.0,2515,20008.0,8,6,1.0,5350000.0
12,2016.0,4100.0,2516,20008.0,5,4,2.0,2400000.0
8,1980.0,4100.0,2516,20008.0,3,4,3.0,1450000.0
11,2007.0,4100.0,2516,20008.0,4,4,3.0,1650000.0
6,2012.0,4100.0,2516,20008.0,3,2,1.0,2175000.0
9,2006.0,2702.0,2588,20009.0,4,3,2.0,1250000.0
7,2010.0,2502.0,2692,20011.0,4,3,1.0,960000.0
6,2016.0,2502.0,2692,20011.0,4,2,1.0,700000.0
7,2012.0,2501.0,2703,20011.0,4,3,1.0,835000.0
6,2011.0,2702.0,2588,20010.0,3,1,1.0,832000.0
7,2007.0,2501.0,2703,20011.0,4,3,2.0,959000.0
7,2011.0,2501.0,2704,20011.0,4,3,1.0,865000.0
10,1991.0,2802.0,2675,20010.0,6,2,1.0,1125000.0
8,2011.0,2801.0,2687,20010.0,4,2,1.0,762000.0
9,1991.0,2801.0,2687,20010.0,3,3,1.0,925000.0
7,2011.0,3900.0,2582,20009.0,3,2,1.0,999000.0
8,2012.0,2501.0,2701,20011.0,3,3,1.0,875000.0
6,2012.0,2501.0,2702,20011.0,4,3,1.0,950000.0
6,2017.0,2802.0,2676,20010.0,4,3,2.0,1099900.0
7,2015.0,2701.0,2611,20010.0,4,3,2.0,835000.0
6,2011.0,2701.0,2615,20010.0,3,2,1.0,850699.0
10,2002.0,2701.0,2612,20010.0,6,4,2.0,1565000.0
6,2009.0,2701.0,2621,20010.0,3,2,2.0,825000.0
8,2015.0,3800.0,2567,20009.0,3,3,2.0,1355000.0
4,2007.0,3800.0,2571,20009.0,2,1,1.0,705000.0
9,2016.0,2801.0,2688,20010.0,3,3,1.0,716000.0
11,2000.0,2001.0,2718,20011.0,4,3,1.0,1370000.0
7,2006.0,2702.0,2597,20010.0,5,3,2.0,950000.0
6,2017.0,2702.0,2598,20010.0,4,3,1.0,1051000.0
8,2017.0,2702.0,2600,20010.0,3,1,1.0,868000.0
12,2004.0,2600.0,2657,20011.0,6,4,2.0,1497000.0
13,2009.0,2702.0,2607,20010.0,6,4,2.0,1365000.0
11,2014.0,2701.0,2613,20010.0,5,3,1.0,1445000.0
8,2013.0,2701.0,2613,20010.0,4,2,1.0,1176000.0
12,2017.0,2701.0,2618,20010.0,5,3,2.0,1111000.0
6,2016.0,2701.0,2618,20010.0,4,3,1.0,1070000.0
6,2003.0,1402.0,2305,20015.0,4,3,1.0,1195000.0
8,2004.0,2600.0,2643,20011.0,5,3,1.0,1575000.0
7,1992.0,2600.0,2659,20011.0,4,3,1.0,870000.0
9,2004.0,2600.0,2659,20011.0,3,2,1.0,825000.0
6,1989.0,3800.0,2571,20009.0,2,2,1.0,500000.0
10,2016.0,2600.0,2635,20011.0,4,2,1.0,1265000.0
12,2014.0,2600.0,2657,20011.0,6,2,2.0,1495000.0
12,2016.0,2701.0,2614,20010.0,7,3,1.0,2970000.0
8,2017.0,2600.0,2644,20011.0,4,3,1.0,1157325.0
8,2009.0,1600.0,2777,20012.0,3,3,1.0,651312.0
8,2015.0,2001.0,2723,20011.0,5,3,1.0,860000.0
7,2018.0,1803.0,2730,20011.0,6,4,1.0,681000.0
8,2004.0,2001.0,2724,20011.0,3,2,1.0,660000.0
9,2003.0,2501.0,2697,20011.0,3,2,1.0,800000.0
8,2007.0,2501.0,2697,20011.0,4,3,1.0,890000.0
8,2017.0,1600.0,2749,20012.0,4,3,1.0,899000.0
8,2006.0,2502.0,2694,20011.0,4,2,2.0,805000.0
6,1994.0,2502.0,2694,20011.0,3,1,1.0,769500.0
7,2017.0,1804.0,2784,20012.0,3,1,1.0,649000.0
6,2017.0,1600.0,2765,20012.0,4,3,1.0,845000.0
6,2017.0,2501.0,2705,20011.0,4,3,2.0,780000.0
6,2016.0,2801.0,2685,20010.0,4,3,1.0,865000.0
6,2005.0,2801.0,2685,20010.0,3,3,2.0,765000.0
12,2016.0,1803.0,2731,20012.0,5,4,1.0,950000.0
10,1992.0,2001.0,2724,20011.0,4,2,1.0,869000.0
8,2014.0,2001.0,2724,20011.0,4,3,1.0,740000.0
10,2010.0,2600.0,2654,20011.0,4,3,1.0,899000.0
8,1985.0,2600.0,2649,20011.0,7,4,2.0,1350000.0
7,2017.0,1600.0,2769,20012.0,5,3,1.0,830000.0
10,2002.0,1600.0,2745,20012.0,5,3,1.0,1040000.0
8,2005.0,2502.0,2695,20011.0,3,2,1.0,727000.0
9,2002.0,3900.0,2584,20009.0,4,3,2.0,1206000.0
8,1975.0,2600.0,2637,20011.0,4,4,1.0,1010000.0
8,2003.0,2702.0,2599,20010.0,7,4,2.0,1395000.0
9,2014.0,3900.0,2587,20009.0,4,0,2.0,850000.0
7,2007.0,2501.0,2703,20011.0,6,3,2.0,800000.0
8,2014.0,2600.0,2637,20011.0,4,3,1.0,1006000.0
6,2018.0,2701.0,2610,20010.0,3,3,1.0,580000.0
8,2015.0,2702.0,2602,20010.0,6,5,2.0,1578000.0
7,2007.0,2801.0,2687,20010.0,3,2,1.0,998000.0
8,2011.0,2501.0,2701,20011.0,4,1,1.0,675000.0
5,2000.0,2701.0,2610,20010.0,2,2,1.0,730000.0
9,2009.0,2701.0,2615,20010.0,5,4,2.0,1300000.0
10,2010.0,2701.0,2615,20010.0,6,4,2.0,1150000.0
12,2008.0,4001.0,2546,20009.0,7,4,2.0,1795000.0
10,1999.0,4001.0,2546,20009.0,5,3,2.0,1849000.0
8,2016.0,2600.0,2645,20011.0,4,3,2.0,1195000.0
8,2010.0,2501.0,2701,20011.0,3,2,1.0,750000.0
9,2015.0,2501.0,2701,20011.0,5,3,1.0,890500.0
8,2014.0,2600.0,2659,20011.0,4,3,1.0,1150000.0
6,2010.0,3700.0,2660,20009.0,3,3,1.0,972730.0
9,2003.0,2001.0,2723,20011.0,5,4,2.0,650000.0
7,1990.0,1600.0,2755,20012.0,5,3,1.0,880000.0
10,2015.0,1600.0,2771,20012.0,4,3,1.0,1120000.0
9,2017.0,1600.0,2771,20012.0,4,2,1.0,927500.0
10,2017.0,1803.0,2744,20012.0,6,4,1.0,1300000.0
7,2017.0,1600.0,2745,20012.0,4,3,1.0,862527.0
7,2017.0,1804.0,2786,20012.0,4,3,1.0,768000.0
8,2017.0,2002.0,2708,20011.0,4,3,1.0,1180000.0
12,2017.0,1600.0,2764,20012.0,5,3,1.0,915000.0
7,2017.0,1600.0,2764,20012.0,3,3,1.0,730000.0
8,2012.0,1804.0,2783,20012.0,3,2,1.0,525000.0
6,2017.0,1804.0,2785,20012.0,3,2,1.0,680000.0
8,2017.0,2001.0,2725,20011.0,5,4,2.0,1200000.0
7,2009.0,2001.0,2725,20011.0,3,2,1.0,719000.0
9,2008.0,2802.0,2677,20010.0,3,2,1.0,856500.0
6,2005.0,2802.0,2677,20010.0,3,2,2.0,825000.0
11,2010.0,2600.0,2649,20011.0,6,3,1.0,1525000.0
7,2011.0,2501.0,2698,20011.0,4,2,1.0,771000.0
8,2003.0,2501.0,2698,20011.0,4,3,2.0,875000.0
9,2003.0,1600.0,2746,20012.0,5,4,1.0,920000.0
10,2015.0,2502.0,2696,20011.0,4,3,2.0,939000.0
8,2005.0,1600.0,2770,20012.0,4,3,1.0,820000.0
8,2004.0,1600.0,2766,20012.0,4,2,1.0,900000.0
17,2017.0,2001.0,2718,20011.0,7,5,1.0,1498000.0
6,2017.0,1803.0,2727,20011.0,3,2,1.0,560000.0
7,2007.0,2802.0,2677,20010.0,2,1,1.0,742300.0
6,2011.0,2501.0,2814,20011.0,4,2,1.0,614500.0
9,2006.0,2900.0,2836,20010.0,4,2,2.0,850000.0
9,2010.0,2002.0,2803,20011.0,4,3,1.0,799000.0
7,2017.0,3100.0,2851,20001.0,5,2,1.0,843000.0
7,2018.0,1600.0,2774,20012.0,5,4,1.0,1325000.0
7,2004.0,2501.0,2817,20011.0,4,3,2.0,487000.0
6,2004.0,2900.0,2832,20010.0,5,3,2.0,955400.0
7,2017.0,1600.0,2774,20012.0,3,3,1.0,824500.0
9,2013.0,2001.0,2721,20011.0,5,4,2.0,1295000.0
7,2016.0,2900.0,2830,20010.0,4,3,1.0,804000.0
6,2000.0,2900.0,2830,20010.0,4,2,1.0,550000.0
6,2017.0,1804.0,2786,20012.0,3,2,1.0,811500.0
9,1996.0,2001.0,2795,20011.0,5,4,1.0,710000.0
8,2010.0,2001.0,2796,20011.0,4,3,2.0,830000.0
9,2016.0,1803.0,2733,20012.0,5,3,1.0,1100000.0
9,2013.0,1600.0,2755,20012.0,4,3,1.0,925000.0
4,2017.0,3100.0,2841,20010.0,2,1,1.0,560000.0
9,2016.0,3100.0,2841,20010.0,6,3,2.0,1169000.0
6,2010.0,2900.0,2828,20010.0,3,3,1.0,857000.0
7,2017.0,1600.0,2772,20012.0,3,2,1.0,795000.0
7,2007.0,1804.0,2787,20011.0,4,4,1.0,680000.0
6,2017.0,2900.0,2831,20010.0,3,2,1.0,744000.0
8,2002.0,2900.0,2831,20010.0,4,1,1.0,925000.0
7,2016.0,2900.0,2831,20010.0,5,3,1.0,1015000.0
8,2005.0,2001.0,2796,20011.0,3,3,1.0,680000.0
7,2003.0,3000.0,2842,20010.0,4,2,1.0,970000.0
5,1964.0,2502.0,2825,20011.0,4,4,2.0,637500.0
7,1982.0,2502.0,2825,20011.0,3,1,1.0,935000.0
7,2002.0,2900.0,2829,20010.0,4,2,1.0,720000.0
6,2006.0,2900.0,2829,20010.0,3,2,1.0,750000.0
6,2011.0,2900.0,2840,20010.0,3,1,1.0,853000.0
9,2009.0,1600.0,2773,20012.0,4,2,1.0,870000.0
8,2017.0,2002.0,2802,20011.0,4,3,1.0,915000.0
8,2009.0,2002.0,2802,20011.0,4,3,2.0,730000.0
7,2016.0,2002.0,2802,20011.0,3,2,1.0,740000.0
6,2016.0,2002.0,2802,20011.0,3,2,1.0,749555.0
9,2017.0,2502.0,2823,20011.0,5,3,2.0,969000.0
8,2016.0,1600.0,2736,20012.0,5,3,2.0,832250.0
6,2010.0,2001.0,2722,20011.0,5,2,1.0,785000.0
7,2017.0,2002.0,2797,20011.0,4,3,2.0,775000.0
8,2018.0,1600.0,2757,20012.0,3,3,1.0,675000.0
7,2017.0,3000.0,2842,20010.0,4,3,2.0,1115000.0
6,2005.0,2900.0,2829,20010.0,4,2,2.0,849000.0
6,2017.0,2900.0,2829,20010.0,3,2,1.0,860000.0
8,2013.0,1600.0,2757,20012.0,4,3,1.0,1094000.0
15,2004.0,1600.0,2758,20012.0,7,5,1.0,1500000.0
11,2018.0,1600.0,2758,20012.0,5,3,1.0,600000.0
6,2008.0,2502.0,2825,20011.0,4,2,1.0,669000.0
8,2011.0,2502.0,2825,20011.0,5,3,2.0,1005000.0
9,2016.0,2502.0,2826,20010.0,4,3,2.0,1075000.0
8,2016.0,2600.0,2632,20011.0,5,4,1.0,1550000.0
7,2002.0,2900.0,2836,20010.0,3,2,1.0,830000.0
7,2007.0,2501.0,2817,20011.0,4,3,1.0,795000.0
8,2017.0,1804.0,2790,20011.0,4,3,1.0,679000.0
9,2017.0,3000.0,2843,20010.0,5,3,1.0,1075000.0
8,2000.0,2002.0,2798,20011.0,3,3,1.0,415000.0
10,2010.0,2001.0,2799,20011.0,5,4,1.0,1125000.0
8,2004.0,2501.0,2814,20011.0,3,2,2.0,749555.0
10,2016.0,3000.0,2844,20010.0,6,5,2.0,1495000.0
7,2017.0,2900.0,2830,20010.0,4,2,1.0,620447.0
8,2010.0,2900.0,2830,20010.0,4,3,2.0,850000.0
12,2017.0,3000.0,2850,20009.0,6,5,2.0,1146000.0
7,2016.0,3600.0,2862,20009.0,5,4,2.0,1465000.0
12,2012.0,2002.0,2920,20011.0,6,4,2.0,1100000.0
6,2001.0,3100.0,2890,20001.0,3,3,1.0,685000.0
6,2017.0,2502.0,2826,20011.0,3,1,1.0,354090.0
5,2017.0,2002.0,2807,20011.0,3,2,1.0,750000.0
8,2001.0,2002.0,2808,20011.0,4,2,1.0,670000.0
9,2004.0,3600.0,2862,20009.0,4,3,2.0,985000.0
6,2017.0,3100.0,2888,20001.0,3,2,1.0,764000.0
6,2000.0,3100.0,2888,20001.0,3,1,1.0,604000.0
6,2017.0,3500.0,2886,20001.0,3,3,2.0,465000.0
8,2004.0,2900.0,2827,20010.0,5,3,2.0,760000.0
6,2017.0,2900.0,2827,20010.0,4,3,1.0,965000.0
10,2017.0,2002.0,2804,20011.0,6,4,2.0,1210000.0
7,2017.0,2002.0,2804,20011.0,5,3,2.0,975000.0
8,2007.0,2002.0,2804,20011.0,4,1,1.0,400000.0
9,2015.0,2900.0,2835,20010.0,8,4,4.0,1300000.0
11,2012.0,3000.0,2849,20010.0,5,2,2.0,1100000.0
6,2016.0,3100.0,2888,20001.0,2,3,1.0,685000.0
12,2017.0,3500.0,2886,20001.0,3,3,2.0,945000.0
6,2017.0,2900.0,2833,20010.0,3,2,1.0,799000.0
10,1991.0,2900.0,2833,20010.0,6,2,1.0,800000.0
7,2017.0,2502.0,2902,20010.0,4,2,1.0,810000.0
8,2009.0,2002.0,2923,20011.0,3,2,1.0,784900.0
11,2017.0,2002.0,2923,20011.0,5,4,2.0,1260000.0
10,2016.0,2002.0,2925,20011.0,5,4,2.0,1182500.0
6,2017.0,3600.0,2862,20009.0,3,3,2.0,1055000.0
10,2017.0,3600.0,2862,20009.0,6,3,1.0,1333000.0
9,2016.0,2002.0,2921,20011.0,6,2,1.0,690000.0
6,2016.0,2002.0,2921,20011.0,5,5,1.0,1250000.0
7,2017.0,2002.0,2921,20011.0,5,3,2.0,919000.0
10,2004.0,3600.0,2859,20009.0,4,3,2.0,1012000.0
6,2012.0,3100.0,2893,20010.0,2,1,1.0,674377.0
6,2011.0,3100.0,2893,20010.0,3,1,1.0,570000.0
6,1974.0,3100.0,2893,20010.0,3,1,1.0,555000.0
6,2016.0,3100.0,2888,20001.0,3,2,1.0,534500.0
10,1992.0,3600.0,2860,20009.0,4,1,1.0,1023000.0
14,2011.0,3600.0,2860,20009.0,3,2,2.0,899000.0
6,2017.0,3500.0,2887,20001.0,4,3,1.0,830000.0
6,2002.0,3500.0,2887,20001.0,3,1,1.0,649000.0
6,2015.0,2002.0,2805,20011.0,6,4,1.0,905000.0
9,2017.0,2502.0,2902,20011.0,4,3,1.0,925000.0
10,2017.0,2502.0,2902,20011.0,4,3,2.0,917500.0
6,2017.0,3100.0,2897,20010.0,3,1,1.0,616970.0
8,2005.0,3600.0,2856,20009.0,6,3,2.0,1190000.0
7,2010.0,2002.0,2929,20011.0,3,2,1.0,865000.0
9,1992.0,2002.0,2922,20011.0,6,2,2.0,850000.0
6,2009.0,3100.0,2846,20010.0,4,3,2.0,748500.0
6,2007.0,3100.0,2846,20010.0,3,1,1.0,316375.0
6,2014.0,2900.0,2827,20010.0,3,2,1.0,701500.0
6,2007.0,3500.0,2863,20001.0,4,2,1.0,740300.0
8,2016.0,3500.0,2863,20001.0,3,3,1.0,820000.0
8,1979.0,3500.0,2863,20001.0,4,3,2.0,785000.0
9,2017.0,3600.0,2860,20009.0,5,3,2.0,1245000.0
7,1965.0,2501.0,2917,20011.0,3,1,1.0,665000.0
5,2007.0,3100.0,2888,20001.0,2,2,1.0,655000.0
4,2004.0,3100.0,2888,20001.0,2,1,1.0,795000.0
6,2010.0,3500.0,2887,20001.0,3,2,1.0,628000.0
10,1990.0,2002.0,2806,20011.0,4,2,1.0,604000.0
6,2016.0,3500.0,2864,20001.0,3,3,1.0,780000.0
8,2010.0,2002.0,2928,20011.0,4,3,1.0,855000.0
7,2001.0,3100.0,2895,20010.0,3,2,1.0,759500.0
10,2017.0,3600.0,2865,20009.0,4,3,2.0,960000.0
13,2017.0,3600.0,2865,20009.0,5,3,2.0,1449000.0
4,2013.0,3100.0,2890,20001.0,4,2,2.0,620000.0
12,2017.0,3600.0,2861,20009.0,5,3,2.0,1050000.0
6,2017.0,3100.0,2888,20001.0,2,2,1.0,530000.0
7,2017.0,2002.0,2806,20011.0,4,2,1.0,1500000.0
6,2012.0,2002.0,2807,20011.0,4,4,1.0,949000.0
13,1988.0,3500.0,2858,20001.0,12,4,2.0,748000.0
4,2013.0,3100.0,2890,20001.0,2,2,1.0,559000.0
6,2016.0,3100.0,2890,20010.0,2,1,1.0,515000.0
6,2007.0,3100.0,2890,20010.0,2,1,1.0,556050.0
6,2017.0,3500.0,2886,20001.0,3,2,1.0,570000.0
6,2009.0,2501.0,2918,20011.0,3,3,1.0,780000.0
6,2017.0,2502.0,2902,20010.0,4,2,1.0,734300.0
7,2013.0,3500.0,2886,20001.0,4,2,1.0,765000.0
6,2016.0,3500.0,2886,20001.0,3,3,1.0,630000.0
8,2017.0,1804.0,2941,20011.0,4,1,1.0,697500.0
20,2015.0,1901.0,2986,20011.0,7,4,4.0,600000.0
9,2010.0,2201.0,3012,20011.0,4,4,1.0,667000.0
6,2012.0,2201.0,3012,20011.0,3,4,1.0,710000.0
6,2011.0,2101.0,2990,20011.0,3,1,1.0,628500.0
6,2013.0,3500.0,2884,20001.0,4,2,2.0,679000.0
6,2008.0,3500.0,2884,20001.0,3,2,1.0,652500.0
8,2003.0,2101.0,2991,20011.0,4,4,1.0,399999.0
8,2015.0,1901.0,2973,20012.0,4,3,1.0,855000.0
6,2001.0,2101.0,3004,20011.0,3,1,1.0,550000.0
10,2013.0,2101.0,3004,20011.0,4,3,1.0,710000.0
8,2003.0,10300.0,2964,20012.0,3,3,1.0,735000.0
8,2015.0,1600.0,2954,20012.0,4,3,1.0,1000000.0
7,2013.0,1804.0,2789,20011.0,3,3,1.0,625000.0
11,2017.0,10300.0,2969,20012.0,4,3,1.0,710000.0
6,2008.0,1804.0,2945,20012.0,3,2,1.0,799000.0
8,2017.0,2201.0,3010,20011.0,4,3,1.0,765000.0
8,2009.0,2101.0,2989,20011.0,4,3,1.0,649000.0
8,2016.0,10300.0,2964,20012.0,4,3,1.0,850000.0
9,2016.0,2101.0,2989,20011.0,4,3,1.0,719000.0
6,2003.0,2502.0,2906,20011.0,3,2,1.0,715000.0
6,2005.0,10300.0,2965,20012.0,4,3,1.0,595000.0
8,2017.0,1600.0,2955,20012.0,5,3,1.0,945000.0
4,2017.0,3100.0,2851,20001.0,2,3,1.0,710000.0
7,2004.0,2002.0,2935,20011.0,4,2,1.0,522500.0
10,2012.0,2101.0,2994,20011.0,4,3,2.0,725000.0
6,2016.0,2201.0,3010,20011.0,3,3,1.0,742500.0
5,2017.0,1804.0,2945,20012.0,3,2,1.0,600000.0
7,2017.0,1804.0,2947,20012.0,4,3,1.0,719000.0
6,2007.0,3600.0,2868,20009.0,3,2,1.0,899950.0
6,2005.0,3600.0,2868,20009.0,3,3,2.0,919000.0
6,2012.0,3100.0,2892,20010.0,2,1,1.0,623000.0
7,2003.0,1901.0,2981,20011.0,3,2,1.0,470000.0
6,2005.0,3100.0,2892,20010.0,2,2,1.0,675000.0
8,2009.0,2502.0,2907,20011.0,4,2,1.0,700000.0
7,2011.0,2201.0,3006,20011.0,3,3,1.0,699900.0
8,2017.0,1901.0,2976,20012.0,4,2,1.0,497250.0
8,2017.0,1901.0,2977,20011.0,3,2,1.0,500000.0
9,2010.0,10300.0,2971,20012.0,5,4,1.0,692500.0
6,2016.0,2101.0,2995,20011.0,3,2,1.0,570000.0
9,2016.0,1804.0,2938,20011.0,3,2,1.0,430000.0
10,2013.0,2201.0,3011,20011.0,4,3,1.0,700000.0
8,2007.0,2201.0,3011,20011.0,3,1,1.0,521000.0
6,2005.0,3100.0,2892,20010.0,2,1,1.0,600000.0
